client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,age,age_group,client_ref,total_properties_bought,total_investment_value,avg_property_value,max_property_value,avg_floor_area,latest_purchase_date,Apartment,Office,purchase_recency_days,multi_property_buyer_flag,cluster,hierarchical_cluster,buyer_segment
C1590,Corporate,Elara,Co,,F,USA,Oregon,Personal Use,1,No,Website,56.0,46-60,C1590,4,1470403.6,367600.9,497116.96,1228.8325,2025-07-01,3,1,273,1,3,0,Luxury Investors
C1591,Individual,Christine,Brooks,,F,USA,California,Investment,4,No,Website,56.0,46-60,C1591,4,1676312.98,419078.245,523585.37,1341.715,2025-10-01,4,0,181,1,3,0,Luxury Investors
C1592,Individual,Heather,Allen,1975-06-01,F,USA,Texas,Investment,2,Yes,Agency,51.0,46-60,C1592,4,878452.1900000001,219613.04750000002,273978.28,735.11,2025-08-01,3,1,242,1,1,3,Global Investors
C1593,Individual,Anthony,Williams,1975-08-05,M,USA,California,Personal Use,1,No,Website,51.0,46-60,C1593,4,825960.49,206490.1225,280450.33,666.135,2024-09-01,4,0,576,1,2,3,Corporate Buyers
C1594,Individual,Kathleen,Green,,F,USA,Colorado,Personal Use,2,No,Agency,56.0,46-60,C1594,4,1522994.53,380748.6325,524785.88,1259.875,2025-05-01,3,1,334,1,3,0,Luxury Investors
C1595,Individual,Charles,Reed,,M,USA,California,Personal Use,5,No,Website,56.0,46-60,C1595,4,1310147.8599999999,327536.96499999997,583134.02,1186.5225,2025-07-01,4,0,273,1,1,0,Global Investors
C1596,Individual,Frank,Hall,1979-11-10,M,Germany,Berlin,Investment,4,No,Website,47.0,46-60,C1596,3,1642954.44,547651.48,634487.77,1649.26,2025-05-01,3,0,334,1,3,1,Luxury Investors
C1597,Individual,Rachel,Cox,,F,USA,Nevada,Investment,4,Yes,Website,56.0,46-60,C1597,4,1155778.2,288944.55,356644.67,947.7475,2025-07-01,4,0,273,1,1,0,Global Investors
C1598,Individual,Angela,Adams,,F,USA,Georgia,Personal Use,4,Yes,Agency,56.0,46-60,C1598,3,1163931.67,387977.2233333333,523992.65,1310.3966666666665,2025-09-01,3,0,211,1,3,0,Luxury Investors
C1599,Individual,Stephanie,Thompson,,F,USA,Virginia,Investment,5,Yes,Website,56.0,46-60,C1599,3,1321031.17,440343.7233333333,584321.85,1337.1733333333334,2025-11-01,3,0,150,1,3,1,Luxury Investors
C1600,Individual,Jennifer,Rogers,,F,Belgium,Wallonia,Personal Use,5,No,Website,56.0,46-60,C1600,4,1237164.36,309291.09,430028.88,984.6475,2025-02-01,4,0,423,1,2,3,Corporate Buyers
C1601,Individual,Tiffany,Parker,,F,Russia,Krasnodar Krai,Personal Use,3,No,Website,56.0,46-60,C1601,3,829078.01,276359.33666666667,324581.41,913.6700000000001,2025-12-01,3,0,120,1,1,3,Global Investors
C1602,Individual,Harold,Turner,1986-11-01,M,USA,Nevada,Investment,4,No,Website,40.0,31-45,C1602,4,1676863.99,419215.9975,534260.23,1425.28,2025-12-01,4,0,120,1,3,0,Luxury Investors
C1603,Individual,Hannah,Rogers,1962-09-07,F,UK,England,Personal Use,5,No,Website,64.0,60+,C1603,4,1077719.71,269429.9275,371548.46,976.2049999999999,2025-08-01,2,2,242,1,1,0,Global Investors
C1604,Individual,Ronald,Kim,1949-09-10,M,USA,Texas,Personal Use,4,No,Website,77.0,60+,C1604,3,1050264.24,350088.08,539529.66,1243.8233333333333,2025-06-01,2,1,303,1,2,0,Corporate Buyers
C1605,Individual,Joshua,Collins,,M,UK,England,Investment,4,Yes,Website,56.0,46-60,C1605,4,1170783.34,292695.835,573983.92,874.9925000000001,2025-08-01,2,2,242,1,1,0,Global Investors
C1606,Individual,Zachary,Howard,,M,USA,Washington,Personal Use,1,Yes,Agency,56.0,46-60,C1606,3,917562.71,305854.23666666663,396586.67,1033.4833333333333,2025-12-01,2,1,120,1,1,0,Global Investors
C1607,Individual,Emma,Hall,1963-03-11,F,USA,California,Personal Use,3,No,Agency,63.0,60+,C1607,3,829294.5700000001,276431.5233333334,345524.63,927.6066666666666,2025-07-01,3,0,273,1,1,3,Global Investors
C1608,Individual,Heather,Pierce,,F,UK,England,Personal Use,4,Yes,Website,56.0,46-60,C1608,3,1431381.65,477127.2166666666,609069.59,1447.82,2025-11-01,2,1,150,1,3,1,Luxury Investors
C1609,Individual,Justin,Reed,1964-10-02,M,USA,California,Investment,2,No,Website,62.0,60+,C1609,3,804844.43,268281.4766666667,327614.46,900.46,2025-01-01,3,0,454,1,2,3,Corporate Buyers
C1610,Individual,Kenneth,White,,M,USA,California,Investment,3,No,Website,56.0,46-60,C1610,4,1249167.74,312291.935,464148.93,1114.2125,2025-11-01,3,1,150,1,1,0,Global Investors
C1611,Individual,Sarah,Bryant,1975-09-02,F,USA,Nevada,Investment,4,No,Website,51.0,46-60,C1611,4,1072189.52,268047.38,300261.31,842.75,2025-02-01,4,0,423,1,2,3,Corporate Buyers
C1612,Individual,Jason,Price,,M,USA,California,Personal Use,1,No,Agency,56.0,46-60,C1612,3,766554.56,255518.18666666668,389142.71,839.1433333333334,2024-09-01,3,0,576,1,2,3,Corporate Buyers
C1613,Individual,Ryan,Griffin,1998-01-08,M,Denmark,Southern Denmark,Personal Use,2,Yes,Agency,28.0,18-30,C1613,4,1608368.22,402092.055,536339.3,1400.6975,2025-02-01,3,1,423,1,3,0,Luxury Investors
C1614,Individual,Julie,Williams,,F,USA,Utah,Investment,4,No,Website,56.0,46-60,C1614,3,822155.05,274051.68333333335,375800.81,1059.3466666666666,2025-10-01,3,0,181,1,1,3,Global Investors
C1615,Individual,Jason,Mitchell,1963-08-01,M,USA,Utah,Personal Use,5,No,Agency,63.0,60+,C1615,3,857125.52,285708.50666666665,475179.93,903.87,2025-09-01,3,0,211,1,1,3,Global Investors
C1616,Individual,Aaron,Nelson,1991-09-01,M,UK,Wales,Investment,5,Yes,Website,35.0,31-45,C1616,4,1344053.71,336013.4275,542250.95,1128.1275,2025-12-01,4,0,120,1,1,0,Global Investors
C1617,Individual,Michelle,Baker,1952-10-09,F,USA,California,Personal Use,3,No,Website,74.0,60+,C1617,3,776005.5,258668.5,389944.98,839.1433333333334,2025-03-01,3,0,395,1,2,3,Corporate Buyers
C1618,Individual,Linda,Price,,F,USA,Washington,Personal Use,2,Yes,Website,56.0,46-60,C1618,4,1356655.6800000002,339163.92000000004,567758.66,1103.3025,2025-10-01,3,1,181,1,1,0,Global Investors
C1619,Individual,Jason,Baker,,M,Belgium,Wallonia,Personal Use,2,No,Website,56.0,46-60,C1619,4,1390206.46,347551.615,466648.29,1164.0149999999999,2025-11-01,2,2,150,1,1,0,Global Investors
C1620,Individual,Jacob,Morales,1944-05-07,M,USA,California,Personal Use,1,Yes,Website,82.0,60+,C1620,3,788250.3500000001,262750.1166666667,306030.71,979.0866666666667,2024-12-01,2,1,485,1,2,3,Corporate Buyers
C1621,Individual,Carl,Wood,,M,USA,Oregon,Investment,2,No,Agency,56.0,46-60,C1621,3,739739.97,246579.99,330239.65,973.09,2025-08-01,3,0,242,1,1,3,Global Investors
C1622,Individual,Angela,Taylor,1961-02-01,F,USA,Oregon,Personal Use,1,Yes,Website,65.0,60+,C1622,3,1054193.3599999999,351397.7866666666,466599.16,1107.81,2025-03-01,3,0,395,1,2,1,Corporate Buyers
C1623,Individual,Julia,Hall,1994-01-12,F,USA,Oregon,Personal Use,4,No,Website,32.0,31-45,C1623,3,1060233.46,353411.1533333333,508317.94,1111.2966666666666,2024-10-01,3,0,546,1,2,0,Corporate Buyers
C1624,Individual,Jennifer,Stewart,1951-01-04,F,USA,California,Personal Use,4,Yes,Website,75.0,60+,C1624,4,1943363.94,485840.985,663848.64,1602.67,2025-11-01,4,0,150,1,3,1,Luxury Investors
C1625,Individual,Harold,Wright,2000-02-03,M,Australia,Western Australia,Personal Use,4,No,Agency,26.0,18-30,C1625,3,910587.85,303529.2833333333,437096.17,1094.84,2025-08-01,3,0,242,1,1,0,Global Investors
C1626,Individual,Jennifer,Morales,,F,France,Provence,Personal Use,2,Yes,Website,56.0,46-60,C1626,3,1225657.22,408552.4066666667,506351.81,1464.8466666666666,2024-11-01,3,0,515,1,3,1,Luxury Investors
C1627,Individual,David,Bryant,,M,USA,California,Investment,1,No,Website,56.0,46-60,C1627,3,1275226.77,425075.59,487397.65,1527.8633333333335,2025-11-01,3,0,150,1,3,1,Luxury Investors
C1628,Corporate,Lumina,Co,,F,France,Normandy,Personal Use,4,Yes,Website,56.0,46-60,C1628,3,800299.08,266766.36,369992.93,842.73,2025-04-01,2,1,364,1,1,3,Global Investors
C1629,Individual,Stephanie,Roberts,,F,USA,Utah,Personal Use,5,No,Agency,56.0,46-60,C1629,3,789150.05,263050.01666666666,370439.82,1008.13,2025-11-01,2,1,150,1,1,3,Global Investors
C1630,Corporate,Grandis,Co,1994-05-06,F,USA,Virginia,Investment,1,Yes,Website,32.0,31-45,C1630,3,1206881.92,402293.9733333333,466289.68,1338.1466666666668,2024-08-01,2,1,607,1,2,1,Corporate Buyers
C1631,Individual,Joan,Patterson,1966-03-12,F,UK,Northern Ireland,Personal Use,5,No,Website,60.0,46-60,C1631,4,1683720.2,420930.05,605216.52,1267.07,2025-02-01,3,1,423,1,3,0,Luxury Investors
C1632,Individual,Victoria,Wright,1963-07-12,F,USA,California,Investment,3,Yes,Agency,63.0,60+,C1632,4,1425130.6800000002,356282.67000000004,587752.9,1152.755,2025-11-01,4,0,150,1,1,0,Global Investors
C1633,Individual,Sara,Bennett,1977-07-03,F,Canada,Ontario,Personal Use,2,No,Website,49.0,46-60,C1633,3,847190.3300000001,282396.7766666667,430268.83,976.8166666666666,2025-05-01,2,1,334,1,1,3,Global Investors
C1634,Individual,Sara,King,1944-01-11,F,USA,Georgia,Investment,2,No,Website,82.0,60+,C1634,4,1044217.01,261054.2525,444069.92,872.2,2025-10-01,4,0,181,1,1,0,Global Investors
C1635,Individual,Lawrence,Moore,,M,France,Brittany,Personal Use,1,No,Website,56.0,46-60,C1635,4,1104480.44,276120.11,557253.35,919.7425000000001,2025-08-01,4,0,242,1,1,0,Global Investors
C1636,Corporate,Zynex,Co,1987-01-10,F,USA,Arizona,Personal Use,5,Yes,Website,39.0,31-45,C1636,3,1171439.72,390479.9066666667,480665.23,1308.5133333333333,2024-08-01,2,1,607,1,2,0,Corporate Buyers
C1637,Individual,Jacob,Cook,1969-02-11,M,Mexico,Nuevo Leon,Personal Use,5,No,Agency,57.0,46-60,C1637,3,1333020.46,444340.1533333333,558806.02,1525.18,2025-02-01,3,0,423,1,3,1,Luxury Investors
C1638,Individual,Cynthia,Peterson,,F,France,Occitanie,Investment,1,Yes,Agency,56.0,46-60,C1638,3,1047895.71,349298.57,487075.17,1175.6833333333334,2025-06-01,1,2,303,1,2,0,Corporate Buyers
C1639,Individual,Ronald,Smith,,M,USA,Colorado,Personal Use,1,No,Website,56.0,46-60,C1639,4,1088561.44,272140.36,434288.76,975.4225,2025-01-01,4,0,454,1,2,3,Corporate Buyers
C1640,Individual,Helen,Adams,1966-11-04,F,USA,California,Personal Use,1,Yes,Website,60.0,46-60,C1640,4,1172146.65,293036.6625,383671.53,1047.99,2024-08-01,4,0,607,1,2,3,Corporate Buyers
C1641,Individual,Charles,Phillips,,M,USA,Utah,Personal Use,1,No,Agency,56.0,46-60,C1641,4,1898878.08,474719.52,649429.33,1504.0974999999999,2025-11-01,2,2,150,1,3,1,Luxury Investors
C1642,Individual,Maria,Adams,,F,Canada,British Columbia,Personal Use,5,No,Website,56.0,46-60,C1642,4,1441785.62,360446.405,590849.87,1167.1599999999999,2025-07-01,2,2,273,1,3,0,Luxury Investors
C1643,Individual,Carl,Rogers,1978-01-09,M,France,Ile-de-France,Personal Use,4,No,Agency,48.0,46-60,C1643,3,1182889.92,394296.63999999996,522875.6,1468.6933333333334,2025-11-01,3,0,150,1,3,0,Luxury Investors
C1644,Individual,Megan,Freeman,,F,USA,California,Personal Use,1,No,Client,56.0,46-60,C1644,4,1312822.17,328205.5425,406698.29,1024.3375,2024-09-01,4,0,576,1,2,0,Corporate Buyers
C1645,Individual,Shirley,Chavez,1995-02-08,F,Australia,New South Wales,Investment,1,No,Website,31.0,31-45,C1645,4,1503973.21,375993.3025,503034.95,1238.115,2025-08-01,3,1,242,1,3,0,Luxury Investors
C1646,Individual,Billy,Patterson,1998-06-10,M,USA,Washington,Investment,4,Yes,Agency,28.0,18-30,C1646,3,972186.46,324062.1533333333,356950.7,1052.4533333333334,2024-08-01,3,0,607,1,2,0,Corporate Buyers
C1647,Individual,Paul,Stone,,M,USA,Ohio,Personal Use,4,Yes,Agency,56.0,46-60,C1647,3,1316368.95,438789.64999999997,474177.38,1471.8999999999999,2025-05-01,3,0,334,1,3,1,Luxury Investors
C1648,Individual,Julia,Wood,,F,Australia,New South Wales,Personal Use,3,No,Website,56.0,46-60,C1648,3,1282946.7,427648.89999999997,515026.76,1476.9433333333334,2025-04-01,2,1,364,1,3,1,Luxury Investors
C1649,Individual,Melissa,Price,1982-03-02,F,USA,Oregon,Personal Use,4,Yes,Agency,44.0,31-45,C1649,4,1540887.81,385221.9525,440680.26,1254.045,2025-07-01,3,1,273,1,3,0,Luxury Investors
C1650,Individual,Edward,Griffin,1969-04-01,M,USA,Washington,Investment,2,No,Website,57.0,46-60,C1650,3,1065238.5,355079.5,573660.29,1057.95,2025-01-01,2,1,454,1,2,3,Corporate Buyers
C1651,Individual,Ryan,Bell,,M,USA,California,Investment,4,No,Website,56.0,46-60,C1651,3,962066.4199999999,320688.80666666664,453763.04,880.66,2025-12-01,3,0,120,1,1,3,Global Investors
C1652,Individual,Paul,Weaver,,M,USA,Nevada,Investment,4,Yes,Client,56.0,46-60,C1652,3,1078933.8,359644.60000000003,468522.56,1168.3833333333334,2025-12-01,2,1,120,1,1,0,Global Investors
C1653,Individual,Sara,White,1974-08-02,F,USA,Colorado,Investment,4,Yes,Website,52.0,46-60,C1653,4,957106.48,239276.62,394592.34,860.9325,2025-08-01,4,0,242,1,1,0,Global Investors
C1654,Individual,Judith,Brooks,1968-04-05,F,USA,California,Personal Use,1,No,Website,58.0,46-60,C1654,4,1250065.3800000001,312516.34500000003,579412.56,951.6375,2025-11-01,3,1,150,1,1,0,Global Investors
C1655,Individual,Sara,Cox,,F,USA,Texas,Investment,2,No,Website,56.0,46-60,C1655,3,974749.8,324916.60000000003,398928.35,1088.5866666666668,2025-01-01,2,1,454,1,2,3,Corporate Buyers
C1656,Individual,Jacob,Baker,1991-05-05,M,Belgium,Wallonia,Investment,4,Yes,Website,35.0,31-45,C1656,4,1401657.84,350414.46,531573.93,1182.3725,2025-10-01,3,1,181,1,1,0,Global Investors
C1657,Individual,Donald,Kim,,M,USA,California,Personal Use,2,No,Website,56.0,46-60,C1657,4,1316624.69,329156.1725,487604.6,1023.9675,2025-05-01,3,1,334,1,1,0,Global Investors
C1658,Individual,Ronald,Patterson,1970-08-07,M,USA,California,Personal Use,5,No,Agency,56.0,46-60,C1658,4,1243178.6,310794.65,488058.16,984.12,2024-10-01,4,0,546,1,2,3,Corporate Buyers
C1659,Individual,Joshua,Thompson,1946-09-05,M,Denmark,Zealand,Personal Use,4,No,Website,80.0,60+,C1659,4,1576416.87,394104.2175,536988.38,1307.3,2025-07-01,4,0,273,1,3,0,Luxury Investors
C1660,Individual,Henry,Richardson,,M,USA,Nevada,Personal Use,4,Yes,Website,56.0,46-60,C1660,4,1330046.48,332511.62,529448.55,1068.57,2025-06-01,4,0,303,1,1,3,Global Investors
C1661,Individual,Ronald,Cox,,M,USA,Washington,Personal Use,4,No,Agency,56.0,46-60,C1661,3,1511063.27,503687.75666666665,626977.89,1599.3433333333332,2025-07-01,2,1,273,1,3,1,Luxury Investors
C1662,Individual,Gary,Montgomery,,M,Russia,Tatarstan,Personal Use,4,No,Website,56.0,46-60,C1662,4,1505862.74,376465.685,536177.39,1320.35,2025-07-01,3,1,273,1,3,1,Luxury Investors
C1663,Individual,Joshua,Garcia,,M,USA,Colorado,Investment,3,No,Agency,56.0,46-60,C1663,3,926064.21,308688.07,399712.39,1042.71,2024-10-01,2,1,546,1,2,1,Corporate Buyers
C1664,Individual,Judith,Hayes,,F,France,Occitanie,Investment,5,No,Agency,56.0,46-60,C1664,3,1390001.73,463333.91,559963.06,1445.2933333333333,2025-06-01,2,1,303,1,3,1,Luxury Investors
C1665,Individual,Harold,Bell,,M,USA,Arizona,Personal Use,5,No,Website,56.0,46-60,C1665,4,966971.19,241742.7975,324550.9,827.2,2025-10-01,4,0,181,1,1,3,Global Investors
C1666,Individual,Brenda,Edwards,1962-09-08,F,USA,Ohio,Personal Use,2,No,Website,64.0,60+,C1666,3,706503.5900000001,235501.19666666668,272425.15,736.0433333333334,2025-07-01,3,0,273,1,1,3,Global Investors
C1667,Individual,Stephanie,Cook,,F,USA,California,Investment,4,No,Agency,56.0,46-60,C1667,3,831811.52,277270.50666666665,312521.87,862.11,2025-06-01,3,0,303,1,1,3,Global Investors
C1668,Individual,Scott,Green,1957-11-12,M,Australia,Victoria,Personal Use,5,No,Website,69.0,60+,C1668,4,1046863.21,261715.8025,439078.0,872.2,2025-05-01,4,0,334,1,1,3,Global Investors
C1669,Individual,Steven,Collins,1960-04-07,M,Canada,Alberta,Investment,3,Yes,Agency,66.0,60+,C1669,4,948271.3400000001,237067.83500000002,330897.08,837.5225,2025-02-01,2,2,423,1,2,3,Corporate Buyers
C1670,Individual,Angela,Watson,1970-12-09,F,USA,Colorado,Personal Use,3,Yes,Website,56.0,46-60,C1670,4,1356021.03,339005.2575,441253.62,1076.59,2025-10-01,3,1,181,1,1,0,Global Investors
C1671,Individual,Ashley,Howard,,F,USA,California,Personal Use,3,No,Agency,56.0,46-60,C1671,4,1329236.75,332309.1875,442394.76,1120.62,2025-11-01,3,1,150,1,1,0,Global Investors
C1672,Individual,Jacqueline,Morales,1974-04-09,F,USA,Nevada,Investment,4,No,Website,52.0,46-60,C1672,3,728363.1699999999,242787.7233333333,361228.37,889.9166666666666,2025-04-01,3,0,364,1,2,3,Corporate Buyers
C1673,Individual,Katherine,Martin,1992-03-04,F,USA,Washington,Personal Use,1,Yes,Website,34.0,31-45,C1673,4,1803634.76,450908.69,726903.51,1422.9925,2025-05-01,3,1,334,1,3,1,Luxury Investors
C1674,Individual,Emily,Jackson,,F,USA,California,Personal Use,5,Yes,Website,56.0,46-60,C1674,4,1614623.53,403655.8825,551658.47,1268.7075,2025-11-01,3,1,150,1,3,1,Luxury Investors
C1675,Individual,Emma,Reyes,1985-04-08,F,Canada,Alberta,Investment,5,No,Website,41.0,31-45,C1675,3,918037.6799999999,306012.56,362023.29,1012.96,2024-12-01,3,0,485,1,2,0,Corporate Buyers
C1676,Individual,Amy,Allen,,F,USA,Washington,Personal Use,2,No,Website,56.0,46-60,C1676,4,1251637.0,312909.25,474039.53,1019.1225,2025-10-01,4,0,181,1,1,0,Global Investors
C1677,Individual,Kevin,Thomas,,M,USA,Texas,Personal Use,1,Yes,Website,56.0,46-60,C1677,3,942915.1799999999,314305.06,380233.97,975.9433333333333,2025-07-01,3,0,273,1,1,0,Global Investors
C1678,Individual,Gary,Sanders,1961-03-06,M,USA,California,Personal Use,1,Yes,Agency,65.0,60+,C1678,3,1377654.29,459218.0966666667,501738.52,1650.4733333333334,2025-09-01,2,1,211,1,3,1,Luxury Investors
C1679,Individual,Christina,Nelson,,F,USA,Nevada,Investment,4,No,Website,56.0,46-60,C1679,3,1194618.9,398206.3,587797.99,1268.0466666666669,2025-05-01,2,1,334,1,3,0,Luxury Investors
C1680,Individual,Danielle,Howard,,F,USA,California,Investment,4,No,Agency,56.0,46-60,C1680,3,665078.77,221692.92333333334,278456.63,692.13,2024-10-01,3,0,546,1,2,3,Corporate Buyers
C1681,Individual,Carl,Alexander,,M,USA,Oregon,Personal Use,3,Yes,Client,56.0,46-60,C1681,4,1408304.94,352076.235,484626.56,1156.7625,2025-08-01,3,1,242,1,1,0,Global Investors
C1682,Individual,Amanda,Brooks,1987-04-11,F,USA,Nevada,Personal Use,2,No,Website,39.0,31-45,C1682,4,1469905.41,367476.3525,492569.41,1257.0925,2025-11-01,4,0,150,1,3,0,Luxury Investors
C1683,Individual,Amber,Patterson,,F,USA,Oregon,Investment,1,No,Client,56.0,46-60,C1683,4,1410114.6,352528.65,533570.63,1144.74,2025-12-01,2,2,120,1,1,0,Global Investors
C1684,Individual,Grace,Cooper,1977-07-01,F,USA,Colorado,Investment,4,No,Website,49.0,46-60,C1684,4,1109440.17,277360.0425,357429.62,883.4825000000001,2025-12-01,4,0,120,1,1,0,Global Investors
C1685,Individual,Kathleen,Parker,,F,USA,California,Personal Use,5,No,Agency,56.0,46-60,C1685,3,1109623.75,369874.5833333333,496154.56,1274.52,2025-04-01,3,0,364,1,3,1,Luxury Investors
C1686,Individual,David,Howard,,M,USA,California,Investment,2,Yes,Agency,56.0,46-60,C1686,4,1214377.82,303594.455,407908.02,1073.905,2025-10-01,3,1,181,1,1,0,Global Investors
C1687,Individual,Eric,Anderson,,M,USA,California,Personal Use,4,Yes,Website,56.0,46-60,C1687,4,1026117.62,256529.405,420273.62,935.37,2025-11-01,3,1,150,1,1,3,Global Investors
C1688,Individual,Amanda,Flores,,F,USA,Oregon,Personal Use,5,No,Client,56.0,46-60,C1688,3,1314384.27,438128.09,578952.08,1281.9566666666667,2024-12-01,3,0,485,1,3,1,Luxury Investors
C1689,Individual,Virginia,King,,F,USA,Oregon,Investment,1,Yes,Client,56.0,46-60,C1689,3,896100.8,298700.26666666666,441341.34,973.09,2025-11-01,2,1,150,1,1,3,Global Investors
C1690,Individual,Terry,Martin,,M,Denmark,North Denmark,Personal Use,2,Yes,Agency,56.0,46-60,C1690,3,1662639.06,554213.02,598512.98,1754.9366666666667,2025-07-01,3,0,273,1,3,1,Luxury Investors
C1691,Individual,Robert,Reed,,M,USA,Arizona,Personal Use,5,No,Website,56.0,46-60,C1691,4,1212731.6,303182.9,450265.88,984.9525,2025-08-01,4,0,242,1,1,3,Global Investors
C1692,Individual,Joseph,Patterson,1991-03-08,M,Canada,Ontario,Personal Use,5,Yes,Agency,35.0,31-45,C1692,4,1165619.9100000001,291404.97750000004,504544.59,984.9525,2024-11-01,4,0,515,1,2,0,Corporate Buyers
C1693,Individual,Donald,Turner,,M,Belgium,Flanders,Personal Use,1,No,Website,56.0,46-60,C1693,4,1557035.08,389258.77,464582.73,1342.1525000000001,2025-12-01,2,2,120,1,3,1,Luxury Investors
C1694,Individual,Gloria,Foster,,F,USA,Virginia,Personal Use,5,No,Agency,56.0,46-60,C1694,4,1457395.73,364348.9325,522366.74,1202.695,2025-02-01,4,0,423,1,3,0,Luxury Investors
C1695,Individual,Tiffany,Peterson,,F,Belgium,Flanders,Personal Use,5,No,Website,56.0,46-60,C1695,3,975866.19,325288.73,491123.63,1111.2966666666666,2024-10-01,3,0,546,1,2,3,Corporate Buyers
C1696,Individual,Emily,Jones,,F,USA,Florida,Personal Use,1,No,Website,56.0,46-60,C1696,4,1316025.35,329006.3375,382303.57,1092.085,2025-04-01,4,0,364,1,2,0,Corporate Buyers
C1697,Individual,Maria,Brown,1980-08-07,F,Belgium,Brussels,Personal Use,2,No,Client,46.0,46-60,C1697,4,802813.26,200703.315,234850.32,700.7825,2025-12-01,4,0,120,1,1,0,Global Investors
C1698,Individual,Zachary,Stone,1950-12-05,M,UK,Northern Ireland,Personal Use,4,Yes,Website,76.0,60+,C1698,3,764529.97,254843.32333333333,362728.99,901.6266666666667,2024-11-01,3,0,515,1,2,0,Corporate Buyers
C1699,Individual,Peter,Phillips,,M,Australia,Western Australia,Personal Use,3,Yes,Agency,56.0,46-60,C1699,4,1161971.24,290492.81,480048.34,946.6524999999999,2025-09-01,3,1,211,1,1,3,Global Investors
C1700,Individual,Nicholas,Young,1943-11-04,M,USA,Nevada,Personal Use,3,No,Website,83.0,60+,C1700,4,1293648.37,323412.0925,564037.73,1050.5725,2025-04-01,2,2,364,1,2,0,Corporate Buyers
C1701,Individual,Karen,Montgomery,,F,USA,Arizona,Personal Use,1,No,Website,56.0,46-60,C1701,3,916043.72,305347.9066666667,417201.93,979.0866666666667,2025-08-01,2,1,242,1,1,0,Global Investors
C1702,Individual,Frank,Alexander,1990-01-04,M,USA,Washington,Investment,5,Yes,Website,36.0,31-45,C1702,3,1259181.49,419727.16333333333,505472.65,1477.03,2025-12-01,1,2,120,1,3,0,Luxury Investors
C1703,Individual,Gerald,Cox,,M,USA,Texas,Investment,4,No,Agency,56.0,46-60,C1703,3,868665.77,289555.25666666665,358849.76,980.8699999999999,2024-10-01,3,0,546,1,2,1,Corporate Buyers
C1704,Individual,Susan,Flores,,F,Denmark,Capital Region,Personal Use,4,No,Agency,56.0,46-60,C1704,3,1131490.6400000001,377163.5466666667,441154.94,1251.25,2025-02-01,2,1,423,1,2,1,Corporate Buyers
C1705,Individual,Kenneth,Howard,,M,USA,Virginia,Investment,3,Yes,Website,56.0,46-60,C1705,3,1031987.6799999999,343995.8933333333,482341.23,1049.3066666666666,2025-06-01,3,0,303,1,1,0,Global Investors
C1706,Individual,Matthew,Jordan,,M,USA,California,Personal Use,3,Yes,Website,56.0,46-60,C1706,4,1417221.48,354305.37,590931.68,1128.9675,2024-10-01,4,0,546,1,2,3,Corporate Buyers
C1707,Individual,Adam,Allen,,M,USA,Georgia,Personal Use,1,Yes,Website,56.0,46-60,C1707,3,770609.62,256869.87333333332,272169.11,899.7566666666667,2024-06-01,3,0,668,1,2,3,Corporate Buyers
C1708,Individual,Andrea,Wilson,1986-08-06,F,Germany,Hesse,Personal Use,1,Yes,Agency,40.0,31-45,C1708,3,854426.52,284808.84,399400.23,897.3100000000001,2025-07-01,3,0,273,1,1,0,Global Investors
C1709,Individual,Danielle,Cox,1946-08-09,F,USA,Arizona,Investment,3,No,Agency,80.0,60+,C1709,3,1336416.1600000001,445472.0533333334,502269.25,1513.17,2025-06-01,3,0,303,1,3,1,Luxury Investors
C1710,Individual,Joe,Flores,,M,Canada,Alberta,Investment,2,Yes,Website,56.0,46-60,C1710,3,1027918.12,342639.37333333335,455861.82,1156.0800000000002,2024-09-01,2,1,576,1,2,1,Corporate Buyers
C1711,Individual,Debra,Hayes,,F,USA,California,Investment,3,Yes,Website,56.0,46-60,C1711,4,1015613.11,253903.2775,330207.8,836.9425,2025-11-01,3,1,150,1,1,0,Global Investors
C1712,Individual,Ryan,Turner,1971-03-04,M,France,Occitanie,Personal Use,5,No,Website,55.0,46-60,C1712,4,1280242.15,320060.5375,465704.47,1102.08,2025-09-01,3,1,211,1,1,0,Global Investors
C1713,Individual,Julia,Cook,1981-02-08,F,USA,Oregon,Personal Use,1,No,Website,45.0,31-45,C1713,4,1401670.4500000002,350417.61250000005,537445.29,1186.5225,2025-03-01,4,0,395,1,2,0,Corporate Buyers
C1714,Individual,Nathan,Brooks,1948-07-05,M,USA,Colorado,Personal Use,3,No,Website,78.0,60+,C1714,4,1054289.58,263572.395,413091.69,823.6625,2025-06-01,3,1,303,1,1,3,Global Investors
C1715,Individual,Hannah,Watson,,F,USA,Florida,Personal Use,3,Yes,Agency,56.0,46-60,C1715,4,987214.1799999999,246803.54499999998,315841.36,900.39,2025-09-01,3,1,211,1,1,0,Global Investors
C1716,Individual,Michelle,Montgomery,,F,USA,California,Personal Use,1,No,Website,56.0,46-60,C1716,3,1027286.48,342428.82666666666,420929.08,1129.1766666666665,2025-08-01,3,0,242,1,1,0,Global Investors
C1717,Individual,Martha,Thomas,,F,USA,California,Personal Use,4,Yes,Website,56.0,46-60,C1717,3,915606.0700000001,305202.0233333334,370077.4,980.8699999999999,2025-01-01,3,0,454,1,2,3,Corporate Buyers
